securities_trader,price,buy,sell,securities_trader_id,stock_id,date
台新安南,252.0,0,1000,9B2Z,2486,2026-04-29
元大台北,231.0,1000,0,980h,2486,2026-04-29
元大台北,227.5,0,1000,980h,2486,2026-04-29
元大清水,253.5,0,4020,980e,2486,2026-04-29
元大清水,252.0,0,500,980e,2486,2026-04-29
元大清水,250.5,1000,0,980e,2486,2026-04-29
元大清水,249.5,1000,0,980e,2486,2026-04-29
元大清水,240.0,1000,0,980e,2486,2026-04-29
元大清水,238.5,0,1000,980e,2486,2026-04-29
元大清水,231.0,1000,0,980e,2486,2026-04-29
元大清水,226.5,1000,0,980e,2486,2026-04-29
元大北府,250.0,3000,0,980D,2486,2026-04-29
元大北府,237.0,0,2000,980D,2486,2026-04-29
元大北府,230.5,1000,0,980D,2486,2026-04-29
元大沙鹿,253.5,0,2000,980d,2486,2026-04-29
元大台北,234.5,0,1000,980h,2486,2026-04-29
元大台北,235.5,1000,0,980h,2486,2026-04-29
元大台北,243.5,0,1000,980h,2486,2026-04-29
元大台北,245.0,0,1000,980h,2486,2026-04-29
元大虎尾,242.0,0,1000,980l,2486,2026-04-29
元大虎尾,239.5,1000,1000,980l,2486,2026-04-29
元大虎尾,236.0,0,1000,980l,2486,2026-04-29
元大虎尾,234.0,0,1000,980l,2486,2026-04-29
元大虎尾,230.5,1000,0,980l,2486,2026-04-29
元大竹科,252.5,1000,0,980K,2486,2026-04-29
元大竹科,250.5,1000,0,980K,2486,2026-04-29
元大沙鹿,252.5,50,1,980d,2486,2026-04-29
元大竹科,247.5,0,200,980K,2486,2026-04-29
元大竹科,242.5,0,1000,980K,2486,2026-04-29
元大竹科,238.5,1000,0,980K,2486,2026-04-29
元大竹科,237.5,1000,0,980K,2486,2026-04-29
元大竹科,232.5,1000,0,980K,2486,2026-04-29
元大竹科,226.0,0,1000,980K,2486,2026-04-29
元大台北,252.0,0,1000,980h,2486,2026-04-29
元大台北,251.0,0,6000,980h,2486,2026-04-29
元大竹科,245.0,0,200,980K,2486,2026-04-29
元大沙鹿,251.5,0,1740,980d,2486,2026-04-29
元大沙鹿,249.0,0,1,980d,2486,2026-04-29
元大沙鹿,244.0,100,1000,980d,2486,2026-04-29
元大中北,239.0,210,0,980a,2486,2026-04-29
元大中北,238.0,2000,0,980a,2486,2026-04-29
元大中北,235.5,1000,0,980a,2486,2026-04-29
元大中北,234.0,1000,0,980a,2486,2026-04-29
元大中北,232.0,20,9000,980a,2486,2026-04-29
元大中北,229.5,0,15000,980a,2486,2026-04-29
元大中北,223.0,0,2000,980a,2486,2026-04-29
元大松江,253.0,0,1000,9801,2486,2026-04-29
元大松江,250.0,1000,0,9801,2486,2026-04-29
元大松江,248.0,0,1000,9801,2486,2026-04-29
元大松江,246.0,0,1000,9801,2486,2026-04-29
元大松江,245.0,0,1000,9801,2486,2026-04-29
元大松江,244.0,1000,0,9801,2486,2026-04-29
元大松江,243.0,1000,0,9801,2486,2026-04-29
元大松江,240.5,1000,0,9801,2486,2026-04-29
元大中北,240.5,0,8000,980a,2486,2026-04-29
元大虎尾,244.0,0,1000,980l,2486,2026-04-29
元大中北,243.0,0,300,980a,2486,2026-04-29
元大中北,249.5,2000,30,980a,2486,2026-04-29
元大沙鹿,238.5,5000,0,980d,2486,2026-04-29
元大沙鹿,237.0,5000,0,980d,2486,2026-04-29
元大沙鹿,235.0,5000,0,980d,2486,2026-04-29
元大沙鹿,234.0,0,3000,980d,2486,2026-04-29
元大沙鹿,231.5,0,2000,980d,2486,2026-04-29
元大沙鹿,225.0,1000,0,980d,2486,2026-04-29
元大沙鹿,223.0,4000,0,980d,2486,2026-04-29
元大斗六,253.0,0,1000,980C,2486,2026-04-29
元大斗六,249.0,1000,0,980C,2486,2026-04-29
元大斗六,243.0,3000,0,980C,2486,2026-04-29
元大斗六,235.0,1000,0,980C,2486,2026-04-29
元大斗六,226.0,0,1000,980C,2486,2026-04-29
元大中北,253.5,0,11030,980a,2486,2026-04-29
元大中北,252.5,12000,3000,980a,2486,2026-04-29
元大中北,251.5,1000,2000,980a,2486,2026-04-29
元大中北,246.0,1000,1000,980a,2486,2026-04-29
元大松江,230.0,100,3000,9801,2486,2026-04-29
元大虎尾,246.5,0,2000,980l,2486,2026-04-29
元大虎尾,252.0,0,1000,980l,2486,2026-04-29
元大新竹,223.0,1000,0,9816,2486,2026-04-29
元大大灣,250.0,0,2000,9815,2486,2026-04-29
元大大灣,247.0,0,1000,9815,2486,2026-04-29
元大大灣,244.0,0,1000,9815,2486,2026-04-29
元大大灣,242.5,1000,1000,9815,2486,2026-04-29
元大大灣,236.0,2000,0,9815,2486,2026-04-29
元大大灣,229.5,0,1000,9815,2486,2026-04-29
元大大灣,227.5,0,1000,9815,2486,2026-04-29
元大大益,253.5,0,5378,9814,2486,2026-04-29
元大大益,251.0,2000,0,9814,2486,2026-04-29
元大大益,250.0,0,1000,9814,2486,2026-04-29
元大大益,247.0,3000,0,9814,2486,2026-04-29
元大大益,244.0,1000,0,9814,2486,2026-04-29
元大大益,241.0,1000,0,9814,2486,2026-04-29
元大大益,237.5,1000,0,9814,2486,2026-04-29
元大新竹,230.5,0,1000,9816,2486,2026-04-29
元大大益,232.5,2000,0,9814,2486,2026-04-29
元大新竹,231.5,0,1000,9816,2486,2026-04-29
元大新竹,238.0,0,2000,9816,2486,2026-04-29
元大東泰,249.0,3000,0,9817,2486,2026-04-29
元大東泰,245.0,0,5,9817,2486,2026-04-29
元大東泰,243.5,0,1000,9817,2486,2026-04-29
元大東泰,240.5,0,100,9817,2486,2026-04-29
元大東泰,236.0,1000,0,9817,2486,2026-04-29
元大東泰,231.5,50,0,9817,2486,2026-04-29
元大新竹,252.5,2000,0,9816,2486,2026-04-29
元大新竹,251.5,1000,0,9816,2486,2026-04-29
元大新竹,250.5,0,8000,9816,2486,2026-04-29
元大新竹,249.5,1000,0,9816,2486,2026-04-29
元大新竹,248.5,0,20,9816,2486,2026-04-29
元大新竹,247.0,1000,0,9816,2486,2026-04-29
元大新竹,245.0,0,3000,9816,2486,2026-04-29
元大新竹,244.0,1000,0,9816,2486,2026-04-29
元大新竹,242.0,1000,400,9816,2486,2026-04-29
元大新竹,236.5,2000,0,9816,2486,2026-04-29
元大大益,223.0,1000,0,9814,2486,2026-04-29
元大中崙,253.0,12000,1000,9813,2486,2026-04-29
元大中崙,252.0,0,1000,9813,2486,2026-04-29
元大府城,240.0,0,2000,980u,2486,2026-04-29
元大府城,238.5,0,1000,980u,2486,2026-04-29
元大南海,252.0,1000,0,980R,2486,2026-04-29
元大南海,250.0,25,0,980R,2486,2026-04-29
元大南海,246.5,10,0,980R,2486,2026-04-29
元大南海,243.0,10,1000,980R,2486,2026-04-29
元大南海,240.0,2000,0,980R,2486,2026-04-29
元大南海,238.0,0,700,980R,2486,2026-04-29
元大南海,232.5,1000,0,980R,2486,2026-04-29
元大南崁,251.5,1000,1000,980Q,2486,2026-04-29
元大南崁,250.5,0,3000,980Q,2486,2026-04-29
元大南崁,247.0,0,1000,980Q,2486,2026-04-29
元大南崁,238.5,0,1000,980Q,2486,2026-04-29
元大南崁,231.0,1000,0,980Q,2486,2026-04-29
元大虎尾,253.0,12000,1000,980l,2486,2026-04-29
元大府城,246.0,1000,0,980u,2486,2026-04-29
元大府城,249.5,20,0,980u,2486,2026-04-29
元大府城,252.5,10,0,980u,2486,2026-04-29
元大西屯,223.5,1000,0,980w,2486,2026-04-29
元大台中,253.5,26,4000,9812,2486,2026-04-29
元大台中,252.0,0,2000,9812,2486,2026-04-29
元大台中,247.5,0,2000,9812,2486,2026-04-29
元大台中,246.0,0,8000,9812,2486,2026-04-29
元大台中,244.0,11000,0,9812,2486,2026-04-29
元大台中,238.0,0,2000,9812,2486,2026-04-29
元大台中,237.0,1000,1000,9812,2486,2026-04-29
元大虎尾,249.0,0,2000,980l,2486,2026-04-29
元大台中,232.5,1000,0,9812,2486,2026-04-29
元大西屯,247.0,100,0,980w,2486,2026-04-29
元大西屯,245.0,2000,0,980w,2486,2026-04-29
元大西屯,243.0,50,0,980w,2486,2026-04-29
元大西屯,242.0,2000,0,980w,2486,2026-04-29
元大西屯,237.0,1000,0,980w,2486,2026-04-29
元大西屯,233.0,0,1000,980w,2486,2026-04-29
元大西屯,227.0,1000,0,980w,2486,2026-04-29
元大西屯,253.5,0,2010,980w,2486,2026-04-29
元大東泰,251.0,1000,0,9817,2486,2026-04-29
元大,253.0,8074,59781,9800,2486,2026-04-29
元大,251.0,14024,67278,9800,2486,2026-04-29
富邦員林,237.0,1000,150,9672,2486,2026-04-29
富邦左營,253.5,0,20,966F,2486,2026-04-29
富邦左營,249.0,1000,0,966F,2486,2026-04-29
富邦左營,248.0,0,2000,966F,2486,2026-04-29
富邦左營,241.5,0,1000,966F,2486,2026-04-29
富邦左營,230.0,100,0,966F,2486,2026-04-29
富邦台南,252.0,0,2000,9667,2486,2026-04-29
富邦台南,251.0,1000,1000,9667,2486,2026-04-29
富邦台南,248.5,1100,0,9667,2486,2026-04-29
富邦台南,247.0,1000,1000,9667,2486,2026-04-29
富邦台南,245.5,20,0,9667,2486,2026-04-29
富邦台南,244.0,0,50,9667,2486,2026-04-29
富邦台南,242.0,20,1000,9667,2486,2026-04-29
富邦台南,238.5,1000,0,9667,2486,2026-04-29
富邦台南,236.5,80,0,9667,2486,2026-04-29
富邦員林,240.0,200,0,9672,2486,2026-04-29
富邦台南,232.5,30,0,9667,2486,2026-04-29
富邦員林,243.5,1000,1000,9672,2486,2026-04-29
富邦員林,251.5,1000,0,9672,2486,2026-04-29
富邦仁愛,245.0,13001,2000,9676,2486,2026-04-29
富邦仁愛,244.0,0,2001,9676,2486,2026-04-29
富邦仁愛,243.0,6500,2550,9676,2486,2026-04-29
富邦仁愛,242.0,2000,8000,9676,2486,2026-04-29
富邦仁愛,241.0,6000,0,9676,2486,2026-04-29
富邦仁愛,240.0,1000,0,9676,2486,2026-04-29
富邦仁愛,238.5,2000,50,9676,2486,2026-04-29
富邦仁愛,237.5,2000,0,9676,2486,2026-04-29
富邦仁愛,236.0,1000,0,9676,2486,2026-04-29
富邦仁愛,235.0,1000,1000,9676,2486,2026-04-29
富邦仁愛,230.5,0,40,9676,2486,2026-04-29
富邦仁愛,228.5,3000,500,9676,2486,2026-04-29
富邦仁愛,226.0,1000,0,9676,2486,2026-04-29
富邦仁愛,222.5,0,1000,9676,2486,2026-04-29
富邦員林,253.0,0,1000,9672,2486,2026-04-29
富邦員林,245.0,0,1000,9672,2486,2026-04-29
富邦台南,228.5,5000,0,9667,2486,2026-04-29
富邦台南,225.0,1000,0,9667,2486,2026-04-29
富邦南屯,253.5,100000,4054,9666,2486,2026-04-29
富邦桃園,236.0,0,1001,9665,2486,2026-04-29
富邦桃園,229.0,3000,0,9665,2486,2026-04-29
富邦桃園,225.5,0,1000,9665,2486,2026-04-29
富邦敦南,253.0,1000,1000,9663,2486,2026-04-29
富邦敦南,252.0,2000,0,9663,2486,2026-04-29
富邦敦南,251.0,2000,1000,9663,2486,2026-04-29
富邦敦南,249.5,0,1000,9663,2486,2026-04-29
富邦敦南,248.0,0,1000,9663,2486,2026-04-29
富邦敦南,247.0,1000,1000,9663,2486,2026-04-29
富邦敦南,244.0,2100,0,9663,2486,2026-04-29
富邦敦南,242.5,50,1000,9663,2486,2026-04-29
富邦敦南,239.5,1000,0,9663,2486,2026-04-29
富邦敦南,238.0,0,1000,9663,2486,2026-04-29
富邦敦南,233.5,1000,0,9663,2486,2026-04-29
富邦敦南,228.0,1000,0,9663,2486,2026-04-29
富邦桃園,237.0,0,1000,9665,2486,2026-04-29
富邦桃園,238.0,1000,0,9665,2486,2026-04-29
富邦桃園,240.0,2000,0,9665,2486,2026-04-29
富邦桃園,241.5,0,1000,9665,2486,2026-04-29
