securities_trader,price,buy,sell,securities_trader_id,stock_id,date
元大松江,2070.0,1,30,9801,2345,2026-04-15
元大松江,2055.0,50,0,9801,2345,2026-04-15
元大斗六,2060.0,1,0,980C,2345,2026-04-15
元大中北,1950.0,1000,0,980a,2345,2026-04-15
元大松江,2005.0,50,0,9801,2345,2026-04-15
元大松江,1980.0,50,0,9801,2345,2026-04-15
元大松江,2030.0,50,2,9801,2345,2026-04-15
元大松江,2015.0,1000,0,9801,2345,2026-04-15
元大中北,2075.0,0,60,980a,2345,2026-04-15
元大中北,2025.0,0,3,980a,2345,2026-04-15
元大沙鹿,1935.0,0,1000,980d,2345,2026-04-15
元大斗六,1960.0,45,0,980C,2345,2026-04-15
元大斗六,1970.0,1,0,980C,2345,2026-04-15
元大斗六,1980.0,1,0,980C,2345,2026-04-15
元大沙鹿,2005.0,0,10,980d,2345,2026-04-15
元大沙鹿,1975.0,5,0,980d,2345,2026-04-15
元大沙鹿,1960.0,15,0,980d,2345,2026-04-15
元大斗六,2005.0,0,8,980C,2345,2026-04-15
元大中北,1965.0,1001,0,980a,2345,2026-04-15
元大,2075.0,51176,3220,9800,2345,2026-04-15
元大,1965.0,16109,28128,9800,2345,2026-04-15
元大,2055.0,19145,56801,9800,2345,2026-04-15
富邦虎尾,1980.0,0,1000,9697,2345,2026-04-15
富邦虎尾,2000.0,1,0,9697,2345,2026-04-15
富邦虎尾,2040.0,0,10,9697,2345,2026-04-15
富邦新營,2060.0,11,0,9693,2345,2026-04-15
富邦新營,2045.0,0,9,9693,2345,2026-04-15
富邦北港,2040.0,0,10,969C,2345,2026-04-15
元大沙鹿,2030.0,5,0,980d,2345,2026-04-15
元大,1875.0,0,5000,9800,2345,2026-04-15
元大,1885.0,2000,1000,9800,2345,2026-04-15
元大,1895.0,2000,2000,9800,2345,2026-04-15
元大,2065.0,9739,2769,9800,2345,2026-04-15
元大,1905.0,6000,2000,9800,2345,2026-04-15
元大,1945.0,6000,1000,9800,2345,2026-04-15
元大,1955.0,13188,4005,9800,2345,2026-04-15
元大,1975.0,24000,10682,9800,2345,2026-04-15
元大,1985.0,5000,10328,9800,2345,2026-04-15
元大,1995.0,12388,6045,9800,2345,2026-04-15
元大,2005.0,5509,1000,9800,2345,2026-04-15
元大,2015.0,8852,12000,9800,2345,2026-04-15
元大,2025.0,6205,7000,9800,2345,2026-04-15
元大,2035.0,9309,9100,9800,2345,2026-04-15
元大,2045.0,12743,24000,9800,2345,2026-04-15
元大,1920.0,1000,0,9800,2345,2026-04-15
元大沙鹿,2040.0,0,10,980d,2345,2026-04-15
元大虎尾,1950.0,1,0,980l,2345,2026-04-15
元大北府,1970.0,1000,0,980D,2345,2026-04-15
元大南崁,2005.0,1,0,980Q,2345,2026-04-15
元大南崁,2030.0,89,0,980Q,2345,2026-04-15
元大南海,1970.0,8000,0,980R,2345,2026-04-15
元大南海,2065.0,20,0,980R,2345,2026-04-15
元大府城,1955.0,5,0,980u,2345,2026-04-15
元大府城,2035.0,10,9,980u,2345,2026-04-15
元大府城,2075.0,0,5,980u,2345,2026-04-15
元大西屯,1965.0,150,0,980w,2345,2026-04-15
元大西屯,1975.0,100,0,980w,2345,2026-04-15
元大西屯,2020.0,100,0,980w,2345,2026-04-15
元大南崁,1975.0,1,0,980Q,2345,2026-04-15
元大台中,1970.0,0,1,9812,2345,2026-04-15
元大台中,2075.0,0,34,9812,2345,2026-04-15
元大中崙,1980.0,1005,0,9813,2345,2026-04-15
元大中崙,2005.0,100,1000,9813,2345,2026-04-15
富邦新營,2035.0,0,61,9693,2345,2026-04-15
元大大灣,1980.0,0,5,9815,2345,2026-04-15
元大大益,1960.0,2000,0,9814,2345,2026-04-15
元大大益,2075.0,0,1004,9814,2345,2026-04-15
元大大益,2035.0,1000,0,9814,2345,2026-04-15
元大大益,1980.0,1000,0,9814,2345,2026-04-15
元大大益,2005.0,0,2000,9814,2345,2026-04-15
元大台中,2025.0,1,0,9812,2345,2026-04-15
元大南崁,1960.0,0,400,980Q,2345,2026-04-15
元大虎尾,2060.0,200,0,980l,2345,2026-04-15
元大虎尾,2035.0,0,100,980l,2345,2026-04-15
元大北府,2015.0,0,60,980D,2345,2026-04-15
元大北府,2045.0,0,51,980D,2345,2026-04-15
元大大灣,2010.0,0,5,9815,2345,2026-04-15
元大北府,2060.0,5,0,980D,2345,2026-04-15
元大北府,2075.0,0,1350,980D,2345,2026-04-15
元大清水,2030.0,0,25,980e,2345,2026-04-15
元大清水,2060.0,70,0,980e,2345,2026-04-15
元大台北,1960.0,0,40,980h,2345,2026-04-15
元大台北,2000.0,0,1000,980h,2345,2026-04-15
元大台北,2020.0,0,25,980h,2345,2026-04-15
元大台北,2050.0,2000,0,980h,2345,2026-04-15
元大台北,2075.0,0,1105,980h,2345,2026-04-15
元大竹科,1955.0,0,1000,980K,2345,2026-04-15
元大竹科,1965.0,20,400,980K,2345,2026-04-15
