securities_trader,price,buy,sell,securities_trader_id,stock_id,date
永豐桃園,1370.0,2,0,9A9x,2345,2026-03-05
富邦板橋,1365.0,0,1040,9655,2345,2026-03-05
富邦永和,1425.0,2000,5,9654,2345,2026-03-05
富邦永和,1410.0,0,100,9654,2345,2026-03-05
富邦永和,1400.0,1000,1000,9654,2345,2026-03-05
富邦永和,1385.0,0,53,9654,2345,2026-03-05
富邦永和,1375.0,100,45,9654,2345,2026-03-05
富邦新竹,1435.0,0,10,9647,2345,2026-03-05
富邦板橋,1380.0,12,0,9655,2345,2026-03-05
富邦新竹,1420.0,0,200,9647,2345,2026-03-05
富邦新竹,1395.0,0,615,9647,2345,2026-03-05
富邦新竹,1380.0,10,52,9647,2345,2026-03-05
富邦新竹,1370.0,251,0,9647,2345,2026-03-05
富邦豐原,1425.0,0,9,963L,2345,2026-03-05
富邦豐原,1375.0,1000,0,963L,2345,2026-03-05
富邦八德,1425.0,1000,0,963A,2345,2026-03-05
富邦八德,1405.0,0,100,963A,2345,2026-03-05
富邦新竹,1405.0,0,10,9647,2345,2026-03-05
富邦八德,1390.0,0,50,963A,2345,2026-03-05
富邦板橋,1390.0,0,1031,9655,2345,2026-03-05
富邦板橋,1410.0,1085,10,9655,2345,2026-03-05
富邦高雄,1410.0,1,50,9659,2345,2026-03-05
富邦高雄,1400.0,50,1000,9659,2345,2026-03-05
富邦高雄,1375.0,0,50,9659,2345,2026-03-05
富邦建國,1435.0,0,100,9658,2345,2026-03-05
富邦建國,1420.0,1000,15,9658,2345,2026-03-05
富邦建國,1410.0,10,225,9658,2345,2026-03-05
富邦建國,1400.0,0,10,9658,2345,2026-03-05
富邦板橋,1400.0,10,0,9655,2345,2026-03-05
富邦建國,1390.0,0,23,9658,2345,2026-03-05
富邦建國,1370.0,0,100,9658,2345,2026-03-05
富邦苗栗,1420.0,0,10,9657,2345,2026-03-05
富邦苗栗,1410.0,0,1,9657,2345,2026-03-05
富邦苗栗,1380.0,0,1115,9657,2345,2026-03-05
富邦苗栗,1365.0,18,0,9657,2345,2026-03-05
富邦板橋,1430.0,0,5,9655,2345,2026-03-05
富邦板橋,1420.0,0,2020,9655,2345,2026-03-05
富邦建國,1380.0,0,102,9658,2345,2026-03-05
富邦八德,1375.0,102,1000,963A,2345,2026-03-05
富邦中壢,1425.0,0,1,9636,2345,2026-03-05
富邦中壢,1415.0,0,6,9636,2345,2026-03-05
富邦新莊,1370.0,0,100,962D,2345,2026-03-05
富邦竹科,1430.0,0,1000,962C,2345,2026-03-05
富邦竹科,1415.0,10,0,962C,2345,2026-03-05
富邦竹科,1405.0,0,35,962C,2345,2026-03-05
富邦竹科,1390.0,0,1055,962C,2345,2026-03-05
富邦竹科,1380.0,0,1673,962C,2345,2026-03-05
富邦竹科,1370.0,50,0,962C,2345,2026-03-05
富邦新莊,1390.0,500,0,962D,2345,2026-03-05
富邦二林,1420.0,0,10,962B,2345,2026-03-05
富邦內湖,1435.0,0,10,9627,2345,2026-03-05
富邦內湖,1410.0,10,5000,9627,2345,2026-03-05
富邦內湖,1400.0,0,80,9627,2345,2026-03-05
富邦內湖,1375.0,100,22,9627,2345,2026-03-05
富邦內湖,1350.0,1000,0,9627,2345,2026-03-05
富邦竹東,1390.0,0,1000,9625,2345,2026-03-05
富邦竹東,1380.0,0,20,9625,2345,2026-03-05
富邦二林,1375.0,0,1,962B,2345,2026-03-05
富邦新莊,1430.0,0,2,962D,2345,2026-03-05
富邦樹林,1370.0,0,1,962E,2345,2026-03-05
富邦樹林,1400.0,88,90,962E,2345,2026-03-05
富邦中壢,1405.0,2,15,9636,2345,2026-03-05
富邦中壢,1395.0,0,4,9636,2345,2026-03-05
富邦中壢,1380.0,30,2223,9636,2345,2026-03-05
富邦中壢,1370.0,20,10,9636,2345,2026-03-05
富邦羅東,1420.0,0,10,9634,2345,2026-03-05
富邦羅東,1405.0,0,20,9634,2345,2026-03-05
富邦羅東,1375.0,0,1021,9634,2345,2026-03-05
富邦北高,1420.0,0,1000,962Q,2345,2026-03-05
富邦北高,1405.0,2000,10,962Q,2345,2026-03-05
富邦北高,1370.0,0,1,962Q,2345,2026-03-05
富邦頭份,1405.0,0,10,962P,2345,2026-03-05
富邦頭份,1380.0,0,2,962P,2345,2026-03-05
富邦頭份,1370.0,1,0,962P,2345,2026-03-05
富邦三峽,1425.0,0,100,962J,2345,2026-03-05
富邦斗六,1405.0,0,20,962G,2345,2026-03-05
富邦斗六,1375.0,0,10,962G,2345,2026-03-05
富邦樹林,1410.0,180,20,962E,2345,2026-03-05
富邦高雄,1420.0,50,40,9659,2345,2026-03-05
富邦竹東,1370.0,0,20,9625,2345,2026-03-05
富邦高雄,1435.0,0,74,9659,2345,2026-03-05
富邦台中,1405.0,0,25,965K,2345,2026-03-05
富邦北港,1385.0,0,1000,969C,2345,2026-03-05
富邦虎尾,1420.0,0,20,9697,2345,2026-03-05
富邦虎尾,1380.0,1,0,9697,2345,2026-03-05
富邦虎尾,1370.0,3,0,9697,2345,2026-03-05
富邦新營,1430.0,20,0,9693,2345,2026-03-05
富邦新營,1410.0,15,0,9693,2345,2026-03-05
富邦新營,1385.0,0,50,9693,2345,2026-03-05
富邦北港,1405.0,0,1000,969C,2345,2026-03-05
富邦新營,1375.0,2,10,9693,2345,2026-03-05
富邦嘉義,1390.0,0,10,9692,2345,2026-03-05
富邦嘉義,1380.0,0,110,9692,2345,2026-03-05
富邦嘉義,1370.0,0,71,9692,2345,2026-03-05
富邦宜蘭,1420.0,5,0,9686,2345,2026-03-05
富邦宜蘭,1405.0,1,5,9686,2345,2026-03-05
富邦宜蘭,1390.0,0,100,9686,2345,2026-03-05
富邦三重,1420.0,0,100,9677,2345,2026-03-05
富邦嘉義,1405.0,700,36,9692,2345,2026-03-05
富邦三重,1410.0,0,1030,9677,2345,2026-03-05
元大,1350.0,2000,0,9800,2345,2026-03-05
元大,1370.0,10104,9191,9800,2345,2026-03-05
元大沙鹿,1400.0,0,35,980d,2345,2026-03-05
元大沙鹿,1380.0,0,3000,980d,2345,2026-03-05
元大斗六,1420.0,0,1000,980C,2345,2026-03-05
元大斗六,1380.0,0,1000,980C,2345,2026-03-05
元大斗六,1365.0,1000,0,980C,2345,2026-03-05
元大中北,1405.0,1000,0,980a,2345,2026-03-05
元大中北,1390.0,0,1000,980a,2345,2026-03-05
元大,1360.0,8000,5000,9800,2345,2026-03-05
元大松江,1415.0,1000,0,9801,2345,2026-03-05
元大松江,1370.0,0,50,9801,2345,2026-03-05
元大,1430.0,10041,14000,9800,2345,2026-03-05
元大,1420.0,6072,36000,9800,2345,2026-03-05
元大,1410.0,8646,16094,9800,2345,2026-03-05
元大,1400.0,66655,33063,9800,2345,2026-03-05
元大,1390.0,58083,18000,9800,2345,2026-03-05
元大,1380.0,23076,17015,9800,2345,2026-03-05
元大松江,1390.0,0,100,9801,2345,2026-03-05
富邦三重,1400.0,20,0,9677,2345,2026-03-05
富邦三重,1370.0,0,1,9677,2345,2026-03-05
富邦三重,1360.0,1000,0,9677,2345,2026-03-05
富邦桃園,1375.0,1000,1000,9665,2345,2026-03-05
富邦敦南,1430.0,0,2000,9663,2345,2026-03-05
富邦敦南,1415.0,0,10,9663,2345,2026-03-05
富邦敦南,1405.0,50,0,9663,2345,2026-03-05
富邦敦南,1395.0,800,100,9663,2345,2026-03-05
富邦敦南,1375.0,0,2200,9663,2345,2026-03-05
富邦敦南,1365.0,0,2000,9663,2345,2026-03-05
富邦桃園,1385.0,0,1000,9665,2345,2026-03-05
富邦新店,1425.0,0,30,9661,2345,2026-03-05
富邦新店,1400.0,0,1000,9661,2345,2026-03-05
富邦新店,1390.0,0,50,9661,2345,2026-03-05
富邦新店,1375.0,0,50,9661,2345,2026-03-05
富邦新店,1365.0,1060,0,9661,2345,2026-03-05
富邦彰化,1400.0,1,50,965U,2345,2026-03-05
富邦彰化,1380.0,60,5,965U,2345,2026-03-05
富邦台中,1425.0,0,45,965K,2345,2026-03-05
富邦新店,1410.0,30,17,9661,2345,2026-03-05
富邦桃園,1405.0,0,1400,9665,2345,2026-03-05
富邦桃園,1435.0,42,11,9665,2345,2026-03-05
富邦南屯,1380.0,6,1000,9666,2345,2026-03-05
富邦仁愛,1420.0,0,2100,9676,2345,2026-03-05
富邦仁愛,1410.0,1111,2200,9676,2345,2026-03-05
富邦仁愛,1400.0,1000,300,9676,2345,2026-03-05
富邦仁愛,1390.0,0,2030,9676,2345,2026-03-05
富邦仁愛,1380.0,0,224,9676,2345,2026-03-05
富邦仁愛,1370.0,40,0,9676,2345,2026-03-05
富邦員林,1415.0,2,0,9672,2345,2026-03-05
富邦員林,1405.0,0,5,9672,2345,2026-03-05
富邦員林,1385.0,10,0,9672,2345,2026-03-05
富邦左營,1425.0,2,0,966F,2345,2026-03-05
富邦左營,1380.0,1,50,966F,2345,2026-03-05
富邦台南,1420.0,0,1001,9667,2345,2026-03-05
富邦台南,1405.0,5,20,9667,2345,2026-03-05
富邦台南,1395.0,0,60,9667,2345,2026-03-05
富邦台南,1380.0,0,3,9667,2345,2026-03-05
富邦台南,1365.0,20,0,9667,2345,2026-03-05
富邦南屯,1405.0,0,10,9666,2345,2026-03-05
富邦台中,1370.0,25,1000,965K,2345,2026-03-05
元大沙鹿,1420.0,0,53,980d,2345,2026-03-05
富邦竹北,1420.0,0,20,9624,2345,2026-03-05
富邦竹北,1390.0,0,1,9624,2345,2026-03-05
華南基隆,1360.0,0,1000,9322,2345,2026-03-05
華南鶯歌,1370.0,0,50,9319,2345,2026-03-05
華南林口,1410.0,0,2,9317,2345,2026-03-05
華南林口,1385.0,0,1000,9317,2345,2026-03-05
華南林口,1375.0,1000,1100,9317,2345,2026-03-05
華南嘉義,1415.0,0,50,9314,2345,2026-03-05
華南嘉義,1390.0,0,500,9314,2345,2026-03-05
華南基隆,1375.0,0,1000,9322,2345,2026-03-05
華南嘉義,1370.0,1000,0,9314,2345,2026-03-05
華南民權,1380.0,0,1,9312,2345,2026-03-05
華南民權,1365.0,5,0,9312,2345,2026-03-05
華南古亭,1375.0,0,3,9309,2345,2026-03-05
華南麻豆,1435.0,0,1000,9308,2345,2026-03-05
華南麻豆,1410.0,50,0,9308,2345,2026-03-05
華南麻豆,1390.0,1000,10,9308,2345,2026-03-05
華南大安,1405.0,0,1,9307,2345,2026-03-05
華南民權,1405.0,1,0,9312,2345,2026-03-05
華南大安,1365.0,50,0,9307,2345,2026-03-05
華南基隆,1400.0,0,1000,9322,2345,2026-03-05
華南基隆,1435.0,0,1000,9322,2345,2026-03-05
華南世貿,1410.0,100,10,9334,2345,2026-03-05
華南世貿,1385.0,0,10,9334,2345,2026-03-05
華南楠梓,1430.0,15,0,9332,2345,2026-03-05
華南楠梓,1415.0,100,5,9332,2345,2026-03-05
華南楠梓,1405.0,35,15,9332,2345,2026-03-05
華南楠梓,1385.0,10,0,9332,2345,2026-03-05
華南鳳山,1435.0,0,1,9331,2345,2026-03-05
華南基隆,1415.0,10,0,9322,2345,2026-03-05
華南鳳山,1375.0,0,85,9331,2345,2026-03-05
華南斗六,1420.0,1,1000,9327,2345,2026-03-05
華南斗六,1390.0,7,2,9327,2345,2026-03-05
華南斗六,1370.0,1000,0,9327,2345,2026-03-05
華南南京,1415.0,0,30,9326,2345,2026-03-05
華南南京,1400.0,0,50,9326,2345,2026-03-05
華南南京,1375.0,0,100,9326,2345,2026-03-05
華南岡山,1405.0,0,2,9324,2345,2026-03-05
華南潮州,1370.0,0,70,9328,2345,2026-03-05
華南台南,1410.0,0,22,9306,2345,2026-03-05
華南高雄,1425.0,0,60,9303,2345,2026-03-05
華南高雄,1410.0,50,0,9303,2345,2026-03-05
凱基埔墘,1370.0,0,20,9288,2345,2026-03-05
凱基內湖,1410.0,10,0,9287,2345,2026-03-05
凱基內湖,1400.0,0,100,9287,2345,2026-03-05
凱基中壢,1425.0,0,100,9285,2345,2026-03-05
凱基中壢,1400.0,0,1000,9285,2345,2026-03-05
凱基中壢,1385.0,0,700,9285,2345,2026-03-05
凱基中壢,1365.0,0,50,9285,2345,2026-03-05
凱基埔墘,1405.0,0,10,9288,2345,2026-03-05
凱基北門,1405.0,0,2000,9283,2345,2026-03-05
凱基永康,1395.0,0,3000,9278,2345,2026-03-05
凱基永康,1375.0,3000,0,9278,2345,2026-03-05
凱基苗栗,1435.0,0,1,9276,2345,2026-03-05
凱基三多,1430.0,10,0,9275,2345,2026-03-05
凱基三多,1405.0,1000,1000,9275,2345,2026-03-05
凱基竹東,1435.0,0,10,9273,2345,2026-03-05
凱基竹東,1395.0,0,50,9273,2345,2026-03-05
凱基斗六,1385.0,0,150,9281,2345,2026-03-05
凱基埔墘,1425.0,4,0,9288,2345,2026-03-05
凱基興隆,1425.0,0,100,9289,2345,2026-03-05
凱基大安,1400.0,0,1,9291,2345,2026-03-05
華南高雄,1370.0,10,0,9303,2345,2026-03-05
華南台中,1435.0,0,1000,9302,2345,2026-03-05
華南台中,1405.0,2211,0,9302,2345,2026-03-05
華南台中,1395.0,10,0,9302,2345,2026-03-05
華南台中,1385.0,100,0,9302,2345,2026-03-05
華南台中,1375.0,1100,10,9302,2345,2026-03-05
華南台中,1360.0,0,1000,9302,2345,2026-03-05
華南永昌,1425.0,3,33,9300,2345,2026-03-05
華南永昌,1415.0,3,1035,9300,2345,2026-03-05
華南永昌,1405.0,1,195,9300,2345,2026-03-05
華南永昌,1395.0,0,5050,9300,2345,2026-03-05
華南永昌,1385.0,0,6000,9300,2345,2026-03-05
華南永昌,1375.0,3500,101,9300,2345,2026-03-05
華南永昌,1365.0,1000,40,9300,2345,2026-03-05
華南永昌,1355.0,0,1000,9300,2345,2026-03-05
凱基文心,1400.0,0,30,9297,2345,2026-03-05
凱基文心,1380.0,1000,1000,9297,2345,2026-03-05
華南內壢,1385.0,0,32,9337,2345,2026-03-05
富邦竹北,1400.0,0,10000,9624,2345,2026-03-05
華南內壢,1410.0,10,100,9337,2345,2026-03-05
華南竹北,1400.0,0,1500,9339,2345,2026-03-05
富邦和美,1405.0,70,20,961P,2345,2026-03-05
富邦和美,1380.0,0,80,961P,2345,2026-03-05
富邦青埔,1435.0,0,1010,961N,2345,2026-03-05
富邦青埔,1410.0,50,100,961N,2345,2026-03-05
富邦木柵,1385.0,0,2000,961M,2345,2026-03-05
富邦木柵,1375.0,1005,0,961M,2345,2026-03-05
富邦七賢,1415.0,0,3000,961K,2345,2026-03-05
富邦和美,1435.0,0,1,961P,2345,2026-03-05
富邦七賢,1400.0,10,0,961K,2345,2026-03-05
富邦新板,1420.0,0,1000,961H,2345,2026-03-05
富邦新板,1405.0,1000,0,961H,2345,2026-03-05
富邦新板,1385.0,0,1000,961H,2345,2026-03-05
富邦新板,1370.0,0,80,961H,2345,2026-03-05
富邦公益,1425.0,0,20,961F,2345,2026-03-05
富邦南京,1435.0,0,1000,961C,2345,2026-03-05
富邦南京,1425.0,0,45,961C,2345,2026-03-05
富邦七賢,1375.0,0,100,961K,2345,2026-03-05
富邦南京,1415.0,0,13,961C,2345,2026-03-05
富邦南員,1375.0,0,1000,961R,2345,2026-03-05
富邦屏東,1390.0,2000,0,961Y,2345,2026-03-05
富邦竹北,1380.0,150,1017,9624,2345,2026-03-05
富邦竹北,1370.0,0,43,9624,2345,2026-03-05
富邦台北,1430.0,2000,1000,9623,2345,2026-03-05
富邦台北,1420.0,0,2098,9623,2345,2026-03-05
富邦台北,1410.0,2010,1,9623,2345,2026-03-05
富邦台北,1400.0,30,1006,9623,2345,2026-03-05
富邦台北,1390.0,1000,2000,9623,2345,2026-03-05
富邦南員,1390.0,0,30,961R,2345,2026-03-05
富邦台北,1380.0,60,1101,9623,2345,2026-03-05
富邦台北,1360.0,0,2000,9623,2345,2026-03-05
富邦花蓮,1410.0,0,40,9621,2345,2026-03-05
富邦花蓮,1370.0,0,500,9621,2345,2026-03-05
富邦永康,1405.0,1,0,961Z,2345,2026-03-05
富邦屏東,1435.0,0,1000,961Y,2345,2026-03-05
富邦屏東,1420.0,155,0,961Y,2345,2026-03-05
富邦屏東,1410.0,0,10,961Y,2345,2026-03-05
富邦台北,1370.0,1010,0,9623,2345,2026-03-05
富邦南京,1405.0,1005,21,961C,2345,2026-03-05
富邦南京,1395.0,10,11,961C,2345,2026-03-05
富邦南京,1385.0,0,10,961C,2345,2026-03-05
華南虎尾,1375.0,0,1000,9377,2345,2026-03-05
華南三重,1370.0,20,0,9369,2345,2026-03-05
華南豐原,1380.0,0,1000,9366,2345,2026-03-05
華南彰化,1415.0,0,1000,9363,2345,2026-03-05
華南彰化,1380.0,5,0,9363,2345,2026-03-05
華南苗栗,1380.0,0,10,9362,2345,2026-03-05
華南中正,1405.0,5,0,9359,2345,2026-03-05
華南虎尾,1415.0,0,400,9377,2345,2026-03-05
華南中正,1375.0,1000,0,9359,2345,2026-03-05
華南東勢,1375.0,100,0,9358,2345,2026-03-05
華南桃園,1420.0,0,10,9352,2345,2026-03-05
華南桃園,1400.0,0,2000,9352,2345,2026-03-05
華南板橋,1435.0,0,23,9349,2345,2026-03-05
華南板橋,1410.0,0,10,9349,2345,2026-03-05
華南敦南,1380.0,0,3000,9347,2345,2026-03-05
華南頭份,1360.0,0,1000,9343,2345,2026-03-05
華南東勢,1400.0,0,2000,9358,2345,2026-03-05
華南虎尾,1425.0,0,1,9377,2345,2026-03-05
富邦,1370.0,45,0,9600,2345,2026-03-05
富邦,1380.0,9536,0,9600,2345,2026-03-05
富邦南京,1375.0,2,1031,961C,2345,2026-03-05
富邦岡山,1410.0,30,0,9616,2345,2026-03-05
富邦岡山,1380.0,1,0,9616,2345,2026-03-05
富邦岡山,1370.0,0,2,9616,2345,2026-03-05
富邦台東,1385.0,12,0,9608,2345,2026-03-05
富邦台東,1370.0,1,0,9608,2345,2026-03-05
富邦陽明,1420.0,250,1000,9604,2345,2026-03-05
富邦陽明,1405.0,1000,12,9604,2345,2026-03-05
富邦陽明,1395.0,1000,2000,9604,2345,2026-03-05
富邦陽明,1385.0,200,1000,9604,2345,2026-03-05
富邦陽明,1375.0,0,2000,9604,2345,2026-03-05
富邦陽明,1350.0,1000,0,9604,2345,2026-03-05
富邦,1430.0,2000,0,9600,2345,2026-03-05
富邦,1420.0,3701,100,9600,2345,2026-03-05
富邦,1410.0,4063,20300,9600,2345,2026-03-05
富邦,1400.0,1000,10010,9600,2345,2026-03-05
富邦,1390.0,6899,0,9600,2345,2026-03-05
華南竹北,1380.0,0,1050,9339,2345,2026-03-05
元大北府,1370.0,0,100,980D,2345,2026-03-05
元大北府,1380.0,0,102,980D,2345,2026-03-05
元大清水,1375.0,10,0,980e,2345,2026-03-05
元大南京,1375.0,1000,6000,9862,2345,2026-03-05
元大鳳中,1405.0,10,0,985C,2345,2026-03-05
元大鳳中,1370.0,0,220,985C,2345,2026-03-05
元大經國,1420.0,0,5000,9859,2345,2026-03-05
元大經國,1410.0,0,10,9859,2345,2026-03-05
元大經國,1400.0,0,10,9859,2345,2026-03-05
元大經國,1390.0,4,0,9859,2345,2026-03-05
元大南京,1395.0,0,10,9862,2345,2026-03-05
元大經國,1380.0,0,1034,9859,2345,2026-03-05
元大龍潭,1435.0,0,2,9858,2345,2026-03-05
元大龍潭,1420.0,0,2000,9858,2345,2026-03-05
元大龍潭,1410.0,0,3,9858,2345,2026-03-05
元大龍潭,1395.0,0,2,9858,2345,2026-03-05
元大龍潭,1380.0,8,110,9858,2345,2026-03-05
元大龍潭,1370.0,1000,2,9858,2345,2026-03-05
元大蘆洲,1420.0,0,20,9857,2345,2026-03-05
元大經國,1370.0,200,2000,9859,2345,2026-03-05
元大蘆洲,1400.0,1,1,9857,2345,2026-03-05
元大南京,1420.0,0,20,9862,2345,2026-03-05
元大和平,1390.0,0,10,9863,2345,2026-03-05
元大忠孝,1405.0,100,0,9871,2345,2026-03-05
元大忠孝,1390.0,0,1000,9871,2345,2026-03-05
元大忠孝,1370.0,50,0,9871,2345,2026-03-05
元大新盛,1435.0,0,2,9869,2345,2026-03-05
元大新盛,1400.0,0,200,9869,2345,2026-03-05
元大新盛,1390.0,1,0,9869,2345,2026-03-05
元大新盛,1365.0,1000,0,9869,2345,2026-03-05
元大南京,1435.0,0,11,9862,2345,2026-03-05
元大文心,1405.0,0,1000,9868,2345,2026-03-05
元大文心,1370.0,0,2,9868,2345,2026-03-05
元大文心,1360.0,1000,0,9868,2345,2026-03-05
元大民權,1420.0,500,0,9867,2345,2026-03-05
元大民權,1410.0,1500,1000,9867,2345,2026-03-05
元大民權,1400.0,0,50,9867,2345,2026-03-05
元大民權,1380.0,0,20,9867,2345,2026-03-05
元大和平,1415.0,3,0,9863,2345,2026-03-05
元大文心,1385.0,40,0,9868,2345,2026-03-05
元大蘆洲,1380.0,0,2020,9857,2345,2026-03-05
元大蘆洲,1365.0,0,10,9857,2345,2026-03-05
元大花蓮,1435.0,0,1000,9856,2345,2026-03-05
元大南勢,1390.0,0,1000,984E,2345,2026-03-05
元大新中,1410.0,0,10,984C,2345,2026-03-05
元大新中,1400.0,2,0,984C,2345,2026-03-05
元大新中,1375.0,12,0,984C,2345,2026-03-05
元大鳳山,1405.0,0,1100,983Z,2345,2026-03-05
元大鳳山,1390.0,0,1000,983Z,2345,2026-03-05
元大鳳山,1375.0,0,2000,983Z,2345,2026-03-05
元大南勢,1405.0,0,1000,984E,2345,2026-03-05
元大德芳,1415.0,0,20,983W,2345,2026-03-05
元大竹南,1410.0,1000,0,983V,2345,2026-03-05
元大竹南,1380.0,1000,0,983V,2345,2026-03-05
元大頭份,1430.0,30,0,983U,2345,2026-03-05
