securities_trader,price,buy,sell,securities_trader_id,stock_id,date
港商野村,2525.0,0,9000,1560,2345,2026-05-13
花旗環球,2450.0,1000,9000,1590,2345,2026-05-13
花旗環球,2460.0,0,10000,1590,2345,2026-05-13
花旗環球,2470.0,4000,16000,1590,2345,2026-05-13
花旗環球,2435.0,9000,24000,1590,2345,2026-05-13
花旗環球,2480.0,0,6000,1590,2345,2026-05-13
花旗環球,2510.0,1000,22000,1590,2345,2026-05-13
花旗環球,2500.0,0,2000,1590,2345,2026-05-13
港商野村,2500.0,0,10000,1560,2345,2026-05-13
花旗環球,2520.0,0,8000,1590,2345,2026-05-13
花旗環球,2530.0,0,4000,1590,2345,2026-05-13
花旗環球,2540.0,0,7000,1590,2345,2026-05-13
花旗環球,2550.0,0,1000,1590,2345,2026-05-13
瑞銀,2445.0,1000,4000,1650,2345,2026-05-13
瑞銀,2455.0,7000,26300,1650,2345,2026-05-13
花旗環球,2490.0,0,8000,1590,2345,2026-05-13
台灣摩根,2545.0,34000,0,1470,2345,2026-05-13
港商野村,2435.0,8000,1000,1560,2345,2026-05-13
港商野村,2480.0,0,1000,1560,2345,2026-05-13
台灣摩根,2535.0,46000,0,1470,2345,2026-05-13
台灣摩根,2525.0,9000,5000,1470,2345,2026-05-13
台灣摩根,2555.0,2000,0,1470,2345,2026-05-13
美商高盛,2440.0,1000,0,1480,2345,2026-05-13
美商高盛,2450.0,13000,5000,1480,2345,2026-05-13
美商高盛,2460.0,9000,6000,1480,2345,2026-05-13
美商高盛,2470.0,9000,29000,1480,2345,2026-05-13
港商野村,2490.0,8000,0,1560,2345,2026-05-13
美商高盛,2480.0,0,5000,1480,2345,2026-05-13
美商高盛,2515.0,0,1000,1480,2345,2026-05-13
美商高盛,2525.0,10000,4000,1480,2345,2026-05-13
美商高盛,2535.0,0,5000,1480,2345,2026-05-13
美商高盛,2545.0,2000,2000,1480,2345,2026-05-13
港商野村,2445.0,11000,4000,1560,2345,2026-05-13
港商野村,2455.0,0,9055,1560,2345,2026-05-13
港商野村,2465.0,0,10000,1560,2345,2026-05-13
美商高盛,2505.0,0,2000,1480,2345,2026-05-13
美商高盛,2495.0,1000,9000,1480,2345,2026-05-13
美好蘆洲,2450.0,1,0,5261,2345,2026-05-13
瑞銀,2475.0,0,3000,1650,2345,2026-05-13
美好,2475.0,100,0,5260,2345,2026-05-13
美好,2500.0,100,0,5260,2345,2026-05-13
美好蘆洲,2475.0,1001,30,5261,2345,2026-05-13
美好蘆洲,2505.0,50,0,5261,2345,2026-05-13
美好楊梅,2450.0,1,0,5262,2345,2026-05-13
美好楊梅,2460.0,1,0,5262,2345,2026-05-13
美好楊梅,2470.0,1,0,5262,2345,2026-05-13
大展台南,2525.0,1000,0,5058,2345,2026-05-13
美好楊梅,2485.0,0,20,5262,2345,2026-05-13
美好泰山,2450.0,305,0,5263,2345,2026-05-13
美好泰山,2490.0,3,0,5263,2345,2026-05-13
美好泰山,2505.0,1000,0,5263,2345,2026-05-13
美好富順,2475.0,0,2000,526K,2345,2026-05-13
美好富順,2460.0,2050,50,526K,2345,2026-05-13
美好富順,2450.0,21,0,526K,2345,2026-05-13
美好中壢,2480.0,5,0,5266,2345,2026-05-13
美好楊梅,2500.0,1100,0,5262,2345,2026-05-13
瑞銀,2465.0,6074,7000,1650,2345,2026-05-13
亞東台中,2470.0,200,0,2187,2345,2026-05-13
亞東高雄,2455.0,1,0,2186,2345,2026-05-13
瑞銀,2485.0,5000,0,1650,2345,2026-05-13
瑞銀,2495.0,0,5000,1650,2345,2026-05-13
瑞銀,2510.0,17000,11000,1650,2345,2026-05-13
瑞銀,2520.0,0,2000,1650,2345,2026-05-13
瑞銀,2530.0,2000,10000,1650,2345,2026-05-13
瑞銀,2540.0,2000,0,1650,2345,2026-05-13
亞東,2450.0,1,0,2180,2345,2026-05-13
亞東高雄,2465.0,10,10,2186,2345,2026-05-13
亞東,2475.0,10,0,2180,2345,2026-05-13
亞東,2550.0,1000,0,2180,2345,2026-05-13
