securities_trader,price,buy,sell,securities_trader_id,stock_id,date
第一台南,169.5,70,0,5384,3035,2026-04-23
第一彰化,174.0,0,1000,5386,3035,2026-04-23
第一彰化,169.0,7040,0,5386,3035,2026-04-23
第一彰化,167.5,0,300,5386,3035,2026-04-23
第一彰化,170.0,0,50,5386,3035,2026-04-23
第一彰化,177.5,2000,0,5386,3035,2026-04-23
第一彰化,182.5,0,2000,5386,3035,2026-04-23
第一彰化,180.5,2000,4000,5386,3035,2026-04-23
第一彰化,166.5,0,100,5386,3035,2026-04-23
第一澎湖,170.0,50,20,5387,3035,2026-04-23
第一澎湖,176.0,1000,0,5387,3035,2026-04-23
第一中山,167.5,1000,0,5389,3035,2026-04-23
第一彰化,178.5,1000,1000,5386,3035,2026-04-23
第一桃園,182.0,1000,0,5385,3035,2026-04-23
第一桃園,167.5,100,0,5385,3035,2026-04-23
第一桃園,178.5,1000,1000,5385,3035,2026-04-23
第一桃園,173.5,0,500,5385,3035,2026-04-23
第一桃園,170.5,50,0,5385,3035,2026-04-23
第一桃園,169.0,1200,0,5385,3035,2026-04-23
第一台南,180.0,0,1000,5384,3035,2026-04-23
第一台南,178.5,0,2000,5384,3035,2026-04-23
第一台南,177.5,0,1000,5384,3035,2026-04-23
第一台南,176.0,0,30,5384,3035,2026-04-23
第一台南,173.5,1000,0,5384,3035,2026-04-23
第一台南,168.5,1040,0,5384,3035,2026-04-23
第一中山,170.0,2000,0,5389,3035,2026-04-23
第一台南,170.5,0,1000,5384,3035,2026-04-23
第一桃園,179.5,1000,0,5385,3035,2026-04-23
第一中山,173.0,1000,0,5389,3035,2026-04-23
台新西松,182.5,0,2000,9B2n,3035,2026-04-23
第一新興,166.0,1000,0,538A,3035,2026-04-23
台新西松,179.5,1000,0,9B2n,3035,2026-04-23
台新西松,178.0,1000,0,9B2n,3035,2026-04-23
台新西松,173.5,30000,1000,9B2n,3035,2026-04-23
第一台南,167.5,1000,100,5384,3035,2026-04-23
第一忠孝,176.5,12000,0,538D,3035,2026-04-23
第一忠孝,175.0,0,3000,538D,3035,2026-04-23
第一忠孝,167.5,1000,0,538D,3035,2026-04-23
第一忠孝,166.0,1000,0,538D,3035,2026-04-23
第一光復,180.5,1000,0,538C,3035,2026-04-23
第一光復,179.5,1000,1000,538C,3035,2026-04-23
第一光復,177.5,0,1000,538C,3035,2026-04-23
第一光復,174.0,1000,0,538C,3035,2026-04-23
第一光復,172.0,0,1000,538C,3035,2026-04-23
第一光復,170.5,0,1000,538C,3035,2026-04-23
第一光復,168.5,1000,0,538C,3035,2026-04-23
第一光復,167.0,3000,1000,538C,3035,2026-04-23
第一新竹,180.5,1000,0,538B,3035,2026-04-23
第一新竹,179.5,3000,12000,538B,3035,2026-04-23
第一新竹,178.5,0,77,538B,3035,2026-04-23
第一新竹,177.5,0,100,538B,3035,2026-04-23
第一新竹,176.0,20,0,538B,3035,2026-04-23
第一新竹,173.5,0,2000,538B,3035,2026-04-23
第一新竹,170.5,0,65,538B,3035,2026-04-23
第一新竹,167.0,1100,0,538B,3035,2026-04-23
第一新興,179.0,100,1000,538A,3035,2026-04-23
