securities_trader,price,buy,sell,securities_trader_id,stock_id,date
華南潮州,211.5,1000,0,9328,2603,2026-05-21
凱基鳳山,214.0,0,2000,9274,2603,2026-05-21
華南朴子,212.0,0,20,9329,2603,2026-05-21
華南朴子,213.0,3000,0,9329,2603,2026-05-21
華南鳳山,211.5,2000,220,9331,2603,2026-05-21
華南鳳山,212.5,0,3449,9331,2603,2026-05-21
華南楠梓,211.5,0,700,9332,2603,2026-05-21
華南楠梓,212.5,1050,0,9332,2603,2026-05-21
華南楠梓,213.5,1000,0,9332,2603,2026-05-21
凱基三多,212.0,0,6200,9275,2603,2026-05-21
華南潮州,213.0,0,2000,9328,2603,2026-05-21
凱基北門,212.0,10,10,9283,2603,2026-05-21
凱基鳳山,211.5,1010,4,9274,2603,2026-05-21
凱基竹東,212.5,5000,250,9273,2603,2026-05-21
凱基竹科,214.0,0,1000,9272,2603,2026-05-21
凱基竹科,213.0,440,1200,9272,2603,2026-05-21
凱基竹科,211.5,1000,0,9272,2603,2026-05-21
凱基台北,214.0,88000,0,9268,2603,2026-05-21
凱基台北,213.0,61000,34200,9268,2603,2026-05-21
凱基台北,212.0,226300,722500,9268,2603,2026-05-21
凱基台北,211.0,7000,25000,9268,2603,2026-05-21
華南潮州,210.5,2000,0,9328,2603,2026-05-21
凱基新豐,213.0,12000,5000,9266,2603,2026-05-21
凱基鳳山,212.5,5000,4000,9274,2603,2026-05-21
凱基永康,212.5,0,1066,9278,2603,2026-05-21
華南斗六,212.5,1000,0,9327,2603,2026-05-21
華南斗六,211.5,1500,0,9327,2603,2026-05-21
華南台南,213.0,0,30000,9306,2603,2026-05-21
華南台南,211.5,0,20000,9306,2603,2026-05-21
華南新莊,213.5,3000,0,9305,2603,2026-05-21
華南新莊,212.0,4010,0,9305,2603,2026-05-21
華南高雄,213.5,0,1000,9303,2603,2026-05-21
華南高雄,212.5,200,3000,9303,2603,2026-05-21
華南高雄,211.5,3000,50,9303,2603,2026-05-21
華南台中,214.0,0,3000,9302,2603,2026-05-21
華南台中,212.5,3000,8000,9302,2603,2026-05-21
華南台中,211.5,0,1000,9302,2603,2026-05-21
華南永昌,213.5,7402,1000,9300,2603,2026-05-21
華南永昌,212.5,5000,2200,9300,2603,2026-05-21
華南永昌,211.5,0,26,9300,2603,2026-05-21
凱基文心,213.5,0,3000,9297,2603,2026-05-21
凱基文心,212.0,0,400,9297,2603,2026-05-21
凱基頭份,213.0,0,379,9296,2603,2026-05-21
凱基大安,211.5,49,4000,9291,2603,2026-05-21
凱基興隆,212.5,150,50,9289,2603,2026-05-21
凱基埔墘,213.5,1000,0,9288,2603,2026-05-21
凱基埔墘,212.5,0,5000,9288,2603,2026-05-21
凱基中壢,213.5,0,1000,9285,2603,2026-05-21
凱基中壢,212.5,500,7000,9285,2603,2026-05-21
凱基中壢,211.5,300,0,9285,2603,2026-05-21
華南台南,214.0,0,61000,9306,2603,2026-05-21
凱基三多,213.5,0,11000,9275,2603,2026-05-21
華南大安,212.0,10,850,9307,2603,2026-05-21
華南麻豆,212.5,1000,3210,9308,2603,2026-05-21
華南南京,213.5,0,2000,9326,2603,2026-05-21
華南南京,212.5,1000,2000,9326,2603,2026-05-21
華南南京,211.5,0,1,9326,2603,2026-05-21
華南岡山,213.5,0,1000,9324,2603,2026-05-21
華南岡山,212.5,0,22000,9324,2603,2026-05-21
華南岡山,211.5,2000,0,9324,2603,2026-05-21
華南小港,213.0,0,500,9323,2603,2026-05-21
華南小港,212.0,12000,2,9323,2603,2026-05-21
華南基隆,214.0,0,3000,9322,2603,2026-05-21
華南基隆,212.5,0,301,9322,2603,2026-05-21
華南基隆,211.5,1000,1000,9322,2603,2026-05-21
華南鶯歌,213.0,1000,2000,9319,2603,2026-05-21
華南林口,214.0,0,1000,9317,2603,2026-05-21
華南林口,212.0,0,90,9317,2603,2026-05-21
華南淡水,213.0,1000,1100,9316,2603,2026-05-21
華南淡水,211.5,1200,0,9316,2603,2026-05-21
華南大甲,212.5,0,1000,9315,2603,2026-05-21
華南嘉義,214.5,0,5000,9314,2603,2026-05-21
華南嘉義,213.0,0,100,9314,2603,2026-05-21
凱基苗栗,212.5,0,3000,9276,2603,2026-05-21
華南民權,213.0,100,0,9312,2603,2026-05-21
華南古亭,213.0,0,1010,9309,2603,2026-05-21
華南古亭,212.0,0,1000,9309,2603,2026-05-21
華南麻豆,211.5,2100,100,9308,2603,2026-05-21
華南嘉義,211.5,46,0,9314,2603,2026-05-21
富邦南京,212.0,1000,4270,961C,2603,2026-05-21
華南世貿,211.5,6050,0,9334,2603,2026-05-21
富邦竹科,211.5,2000,0,962C,2603,2026-05-21
富邦二林,213.0,0,12,962B,2603,2026-05-21
富邦二林,212.0,1350,15,962B,2603,2026-05-21
富邦南港,213.5,2000,1000,962A,2603,2026-05-21
富邦南港,212.0,1000,2000,962A,2603,2026-05-21
富邦內湖,213.0,2000,2025,9627,2603,2026-05-21
富邦內湖,212.0,3000,3115,9627,2603,2026-05-21
富邦竹東,213.0,0,1000,9625,2603,2026-05-21
富邦竹東,212.0,3000,1000,9625,2603,2026-05-21
富邦竹北,213.5,0,4000,9624,2603,2026-05-21
富邦竹北,212.5,1000,12100,9624,2603,2026-05-21
富邦竹北,211.5,5000,1000,9624,2603,2026-05-21
富邦台北,213.5,2000,10277,9623,2603,2026-05-21
富邦台北,212.5,50,9191,9623,2603,2026-05-21
富邦台北,211.5,2080,2000,9623,2603,2026-05-21
富邦台北,210.5,0,1000,9623,2603,2026-05-21
富邦花蓮,213.0,0,2000,9621,2603,2026-05-21
富邦花蓮,211.5,40,1390,9621,2603,2026-05-21
富邦永康,212.0,212,0,961Z,2603,2026-05-21
富邦竹科,212.5,2000,2290,962C,2603,2026-05-21
富邦竹科,214.5,0,1000,962C,2603,2026-05-21
富邦新莊,212.5,0,1000,962D,2603,2026-05-21
富邦新莊,213.5,0,2000,962D,2603,2026-05-21
富邦新竹,212.0,16014,3100,9647,2603,2026-05-21
富邦豐原,213.5,0,4000,963L,2603,2026-05-21
富邦豐原,212.0,3000,0,963L,2603,2026-05-21
富邦八德,213.5,0,5000,963A,2603,2026-05-21
富邦八德,212.5,1,6000,963A,2603,2026-05-21
富邦八德,211.5,4000,5,963A,2603,2026-05-21
富邦中壢,213.5,0,1000,9636,2603,2026-05-21
富邦中壢,212.5,0,9008,9636,2603,2026-05-21
富邦中壢,211.5,0,4,9636,2603,2026-05-21
富邦南員,213.5,0,1000,961R,2603,2026-05-21
富邦羅東,213.0,1000,3000,9634,2603,2026-05-21
富邦北高,212.5,0,7200,962Q,2603,2026-05-21
富邦頭份,213.0,0,1000,962P,2603,2026-05-21
富邦頭份,210.5,1000,0,962P,2603,2026-05-21
富邦三峽,213.0,3,1002,962J,2603,2026-05-21
富邦三峽,212.0,501,2487,962J,2603,2026-05-21
富邦三峽,211.0,1,0,962J,2603,2026-05-21
富邦斗六,212.0,5000,4000,962G,2603,2026-05-21
富邦樹林,213.5,1000,1000,962E,2603,2026-05-21
富邦樹林,212.5,0,1000,962E,2603,2026-05-21
富邦羅東,212.0,2001,1000,9634,2603,2026-05-21
富邦南員,212.5,1000,100,961R,2603,2026-05-21
富邦南員,211.5,1000,0,961R,2603,2026-05-21
富邦和美,213.0,0,2105,961P,2603,2026-05-21
華南東昇,213.0,1000,0,9386,2603,2026-05-21
華南東昇,212.0,60,2000,9386,2603,2026-05-21
華南虎尾,212.5,0,6000,9377,2603,2026-05-21
華南虎尾,211.5,0,2,9377,2603,2026-05-21
華南豐原,213.0,0,10,9366,2603,2026-05-21
華南豐原,211.5,1000,0,9366,2603,2026-05-21
華南彰化,212.0,1600,0,9363,2603,2026-05-21
華南苗栗,213.0,1000,0,9362,2603,2026-05-21
華南中正,213.0,0,50,9359,2603,2026-05-21
華南東昇,214.0,0,1000,9386,2603,2026-05-21
華南中正,211.5,5,1000,9359,2603,2026-05-21
華南東勢,211.0,100,0,9358,2603,2026-05-21
華南桃園,212.5,1,0,9352,2603,2026-05-21
華南桃園,211.5,1000,0,9352,2603,2026-05-21
華南板橋,212.0,0,1024,9349,2603,2026-05-21
華南敦南,212.0,2610,0,9347,2603,2026-05-21
華南頭份,213.0,0,3,9343,2603,2026-05-21
華南內壢,213.5,0,9000,9337,2603,2026-05-21
華南內壢,212.5,10,1000,9337,2603,2026-05-21
華南世貿,213.5,0,8000,9334,2603,2026-05-21
華南東勢,212.0,0,3,9358,2603,2026-05-21
華南長虹,213.0,0,10005,9333,2603,2026-05-21
富邦,212.0,74212,4018,9600,2603,2026-05-21
富邦,214.0,4000,0,9600,2603,2026-05-21
富邦和美,212.0,0,5317,961P,2603,2026-05-21
富邦青埔,213.5,0,3000,961N,2603,2026-05-21
