securities_trader,price,buy,sell,securities_trader_id,stock_id,date
元大松江,3015.0,20,0,9801,3661,2026-03-09
元大松江,3005.0,115,40,9801,3661,2026-03-09
元大松江,2995.0,0,1000,9801,3661,2026-03-09
元大,3020.0,90,7341,9800,3661,2026-03-09
元大,3010.0,3092,38547,9800,3661,2026-03-09
元大,3000.0,41868,71361,9800,3661,2026-03-09
元大,2990.0,49000,7000,9800,3661,2026-03-09
元大,2980.0,1000,40000,9800,3661,2026-03-09
富邦北港,3010.0,10,0,969C,3661,2026-03-09
富邦北港,3000.0,55,40,969C,3661,2026-03-09
富邦虎尾,3025.0,8,0,9697,3661,2026-03-09
富邦虎尾,3005.0,55,0,9697,3661,2026-03-09
富邦虎尾,2995.0,70,0,9697,3661,2026-03-09
富邦新營,3015.0,4,0,9693,3661,2026-03-09
富邦新營,3005.0,140,0,9693,3661,2026-03-09
富邦新營,2995.0,20,0,9693,3661,2026-03-09
富邦嘉義,3015.0,44,0,9692,3661,2026-03-09
富邦嘉義,3005.0,93,0,9692,3661,2026-03-09
富邦嘉義,2995.0,279,0,9692,3661,2026-03-09
富邦宜蘭,3020.0,1,0,9686,3661,2026-03-09
富邦宜蘭,3010.0,71,0,9686,3661,2026-03-09
富邦宜蘭,3000.0,163,135,9686,3661,2026-03-09
富邦宜蘭,2980.0,1000,0,9686,3661,2026-03-09
富邦三重,3015.0,7,0,9677,3661,2026-03-09
富邦三重,3005.0,125,19,9677,3661,2026-03-09
富邦三重,2995.0,1235,0,9677,3661,2026-03-09
富邦三重,2985.0,0,2000,9677,3661,2026-03-09
富邦仁愛,3020.0,23,0,9676,3661,2026-03-09
富邦仁愛,3010.0,254,0,9676,3661,2026-03-09
元大松江,3025.0,20,0,9801,3661,2026-03-09
元大中北,2990.0,1000,0,980a,3661,2026-03-09
富邦中壢,3015.0,41,0,9636,3661,2026-03-09
元大中北,3010.0,20,0,980a,3661,2026-03-09
元大府城,3005.0,10,0,980u,3661,2026-03-09
元大府城,2995.0,1043,0,980u,3661,2026-03-09
元大南海,3000.0,50,0,980R,3661,2026-03-09
元大南海,2985.0,1000,0,980R,3661,2026-03-09
元大南崁,3015.0,3,0,980Q,3661,2026-03-09
元大南崁,3005.0,25,0,980Q,3661,2026-03-09
元大南崁,2995.0,7,0,980Q,3661,2026-03-09
元大南崁,2985.0,1000,0,980Q,3661,2026-03-09
元大虎尾,3005.0,56,0,980l,3661,2026-03-09
元大虎尾,2995.0,3,0,980l,3661,2026-03-09
元大竹科,3020.0,0,13,980K,3661,2026-03-09
元大竹科,3010.0,7,0,980K,3661,2026-03-09
元大竹科,3000.0,663,307,980K,3661,2026-03-09
元大竹科,2990.0,1000,0,980K,3661,2026-03-09
富邦仁愛,3000.0,675,4283,9676,3661,2026-03-09
元大台北,3015.0,5,0,980h,3661,2026-03-09
元大台北,2995.0,1033,0,980h,3661,2026-03-09
元大台北,2985.0,1000,0,980h,3661,2026-03-09
元大清水,3020.0,4,0,980e,3661,2026-03-09
元大清水,3010.0,142,0,980e,3661,2026-03-09
元大清水,3000.0,174,0,980e,3661,2026-03-09
元大北府,3015.0,22,0,980D,3661,2026-03-09
元大北府,3005.0,35,0,980D,3661,2026-03-09
元大北府,2995.0,71,4,980D,3661,2026-03-09
元大沙鹿,3015.0,11,0,980d,3661,2026-03-09
元大沙鹿,3005.0,8,1,980d,3661,2026-03-09
元大斗六,3020.0,20,0,980C,3661,2026-03-09
